channel_name,post_id,post_datetime,current_views,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Дизраптор,17108,2025-01-03 11:09:00,18905,6260.0 (33.11%),2504.0 (13.25%),1394.0 (7.37%),1241.0 (6.56%),646.0 (3.42%),1114.0 (5.89%),536.0 (2.84%),437.0 (2.31%),1634.0 (8.64%),472.0 (2.5%),207.0 (1.09%),135.0 (0.71%),170.0 (0.9%),359.0 (1.9%),130.0 (0.69%),141.0 (0.75%),182.0 (0.96%),390.0 (2.06%),111.0 (0.59%),214.0 (1.13%),166.0 (0.88%),46.0 (0.24%),57.0 (0.3%),94.0 (0.5%),99.0 (0.52%),120.0 (0.63%),46.0 (0.24%),0.0 (0.0%),0.0 (0.0%)
Чартомойка,17105,2025-01-02 18:46:30,5128,1572.0 (30.66%),180.0 (3.51%),136.0 (2.65%),91.0 (1.77%),84.0 (1.64%),74.0 (1.44%),112.0 (2.18%),1318.0 (25.7%),403.0 (7.86%),81.0 (1.58%),80.0 (1.56%),59.0 (1.15%),52.0 (1.01%),35.0 (0.68%),41.0 (0.8%),21.0 (0.41%),208.0 (4.06%),53.0 (1.03%),44.0 (0.86%),22.0 (0.43%),24.0 (0.47%),18.0 (0.35%),26.0 (0.51%),83.0 (1.62%),187.0 (3.65%),81.0 (1.58%),35.0 (0.68%),8.0 (0.16%),0.0 (0.0%)
Data Science. SQL hub,17095,2025-01-02 16:04:33,8283,2535.0 (30.6%),963.0 (11.63%),358.0 (4.32%),536.0 (6.47%),547.0 (6.6%),336.0 (4.06%),246.0 (2.97%),271.0 (3.27%),452.0 (5.46%),186.0 (2.25%),206.0 (2.49%),148.0 (1.79%),134.0 (1.62%),244.0 (2.95%),160.0 (1.93%),171.0 (2.06%),189.0 (2.28%),154.0 (1.86%),41.0 (0.49%),33.0 (0.4%),25.0 (0.3%),67.0 (0.81%),49.0 (0.59%),34.0 (0.41%),132.0 (1.59%),30.0 (0.36%),27.0 (0.33%),9.0 (0.11%),0.0 (0.0%)
настенька и графики,17094,2025-01-02 12:30:08,8097,2736.0 (33.79%),672.0 (8.3%),625.0 (7.72%),949.0 (11.72%),453.0 (5.59%),498.0 (6.15%),225.0 (2.78%),303.0 (3.74%),95.0 (1.17%),64.0 (0.79%),274.0 (3.38%),84.0 (1.04%),125.0 (1.54%),136.0 (1.68%),109.0 (1.35%),53.0 (0.65%),28.0 (0.35%),103.0 (1.27%),57.0 (0.7%),85.0 (1.05%),36.0 (0.44%),73.0 (0.9%),37.0 (0.46%),49.0 (0.61%),93.0 (1.15%),69.0 (0.85%),38.0 (0.47%),28.0 (0.35%),0.0 (0.0%)
Simulative,17093,2025-01-02 11:15:07,1880,635.0 (33.78%),181.0 (9.63%),157.0 (8.35%),100.0 (5.32%),138.0 (7.34%),59.0 (3.14%),89.0 (4.73%),47.0 (2.5%),39.0 (2.07%),16.0 (0.85%),17.0 (0.9%),27.0 (1.44%),50.0 (2.66%),125.0 (6.65%),47.0 (2.5%),28.0 (1.49%),2.0 (0.11%),7.0 (0.37%),10.0 (0.53%),17.0 (0.9%),21.0 (1.12%),10.0 (0.53%),10.0 (0.53%),14.0 (0.74%),7.0 (0.37%),9.0 (0.48%),7.0 (0.37%),11.0 (0.59%),0.0 (0.0%)
Время Валеры,17092,2025-01-01 23:00:43,36555,9624.0 (26.33%),690.0 (1.89%),336.0 (0.92%),346.0 (0.95%),7110.0 (19.45%),1969.0 (5.39%),572.0 (1.56%),812.0 (2.22%),4156.0 (11.37%),697.0 (1.91%),323.0 (0.88%),2565.0 (7.02%),732.0 (2.0%),1102.0 (3.01%),164.0 (0.45%),1754.0 (4.8%),727.0 (1.99%),1192.0 (3.26%),425.0 (1.16%),238.0 (0.65%),164.0 (0.45%),189.0 (0.52%),169.0 (0.46%),108.0 (0.3%),103.0 (0.28%),173.0 (0.47%),55.0 (0.15%),52.0 (0.14%),8.0 (0.02%)
Инжиниринг Данных,17090,2025-01-01 22:31:59,8253,3672.0 (44.49%),579.0 (7.02%),450.0 (5.45%),1220.0 (14.78%),361.0 (4.37%),125.0 (1.51%),168.0 (2.04%),192.0 (2.33%),87.0 (1.05%),41.0 (0.5%),141.0 (1.71%),159.0 (1.93%),61.0 (0.74%),73.0 (0.88%),103.0 (1.25%),120.0 (1.45%),88.0 (1.07%),27.0 (0.33%),24.0 (0.29%),27.0 (0.33%),69.0 (0.84%),84.0 (1.02%),105.0 (1.27%),63.0 (0.76%),18.0 (0.22%),67.0 (0.81%),81.0 (0.98%),23.0 (0.28%),25.0 (0.3%)
Simulative,17089,2025-01-01 18:04:43,1753,715.0 (40.79%),132.0 (7.53%),115.0 (6.56%),95.0 (5.42%),75.0 (4.28%),117.0 (6.67%),43.0 (2.45%),42.0 (2.4%),31.0 (1.77%),21.0 (1.2%),12.0 (0.68%),17.0 (0.97%),41.0 (2.34%),134.0 (7.64%),24.0 (1.37%),34.0 (1.94%),7.0 (0.4%),1.0 (0.06%),8.0 (0.46%),17.0 (0.97%),20.0 (1.14%),1.0 (0.06%),10.0 (0.57%),4.0 (0.23%),11.0 (0.63%),9.0 (0.51%),5.0 (0.29%),9.0 (0.51%),3.0 (0.17%)
Simulative,17088,2025-01-01 12:03:00,1634,727.0 (44.49%),114.0 (6.98%),59.0 (3.61%),84.0 (5.14%),50.0 (3.06%),103.0 (6.3%),44.0 (2.69%),27.0 (1.65%),25.0 (1.53%),22.0 (1.35%),7.0 (0.43%),14.0 (0.86%),16.0 (0.98%),164.0 (10.04%),37.0 (2.26%),28.0 (1.71%),12.0 (0.73%),1.0 (0.06%),7.0 (0.43%),7.0 (0.43%),22.0 (1.35%),6.0 (0.37%),8.0 (0.49%),7.0 (0.43%),14.0 (0.86%),5.0 (0.31%),9.0 (0.55%),7.0 (0.43%),8.0 (0.49%)
No Data No Growth | Pavel Bukhtik,17087,2025-01-01 11:31:17,5441,1594.0 (29.3%),237.0 (4.36%),133.0 (2.44%),119.0 (2.19%),124.0 (2.28%),100.0 (1.84%),1039.0 (19.1%),195.0 (3.58%),373.0 (6.86%),311.0 (5.72%),86.0 (1.58%),74.0 (1.36%),78.0 (1.43%),332.0 (6.1%),122.0 (2.24%),45.0 (0.83%),63.0 (1.16%),27.0 (0.5%),20.0 (0.37%),50.0 (0.92%),44.0 (0.81%),80.0 (1.47%),33.0 (0.61%),18.0 (0.33%),15.0 (0.28%),18.0 (0.33%),14.0 (0.26%),38.0 (0.7%),59.0 (1.08%)
Дизраптор,17086,2025-01-01 00:12:30,16173,7449.0 (46.06%),1057.0 (6.54%),1474.0 (9.11%),2421.0 (14.97%),1203.0 (7.44%),752.0 (4.65%),810.0 (5.01%),467.0 (2.89%),327.0 (2.02%),213.0 (1.32%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
